Año,Entidad,Modalidad,Tipo,Subtipo,Total
2013,Guanajuato,Lesiones,Dolosas,Con arma blanca,866
2013,Guanajuato,Lesiones,Dolosas,Con arma de fuego,501
2013,Guanajuato,Lesiones,Dolosas,Otros,9528
2013,Guanajuato,Lesiones,Dolosas,Sin datos,0
2013,Guanajuato,Lesiones,Culposas,Con arma blanca,1
2013,Guanajuato,Lesiones,Culposas,Con arma de fuego,0
2013,Guanajuato,Lesiones,Culposas,Otros,106
2013,Guanajuato,Lesiones,Culposas,Sin datos,0
2013,Guanajuato,Homicidios,Dolosos,Con arma de fuego,403
2013,Guanajuato,Homicidios,Dolosos,Con arma blanca,126
2013,Guanajuato,Homicidios,Dolosos,Otros,112
2013,Guanajuato,Homicidios,Dolosos,Sin datos,0
2013,Guanajuato,Homicidios,Culposos,Con arma de fuego,53
2013,Guanajuato,Homicidios,Culposos,Con arma blanca,20
2013,Guanajuato,Homicidios,Culposos,Otros,1321
2013,Guanajuato,Homicidios,Culposos,Sin datos,0
2013,Guanajuato,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,1535
2013,Guanajuato,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,9886
2013,Guanajuato,Delitos patrimoniales,Extorsion,Extorsion,468
2013,Guanajuato,Delitos patrimoniales,Fraude,Fraude,2858
2013,Guanajuato,Delitos patrimoniales,Despojo,Con violencia,0
2013,Guanajuato,Delitos patrimoniales,Despojo,Sin violencia,0
2013,Guanajuato,Delitos patrimoniales,Despojo,Sin datos,843
2013,Guanajuato,Priv. de la libertad (secuestro),Secuestro,Secuestro,17
2013,Guanajuato,Delitos sexuales (violacion),Violacion,Violacion,605
2013,Guanajuato,Otros delitos,Amenazas,Amenazas,2387
2013,Guanajuato,Otros delitos,Estupro,Estupro,68
2013,Guanajuato,Otros delitos,Otros sexuales,Otros sexuales,1097
2013,Guanajuato,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),18885
2013,Guerrero,Robo comun,Con violencia,A casa habitacion,178
2013,Guerrero,Robo comun,Con violencia,A negocio,349
2013,Guerrero,Robo comun,Con violencia,De vehiculos,1436
2013,Guerrero,Robo comun,Con violencia,A transportistas,0
2013,Guerrero,Robo comun,Con violencia,A transeuntes,546
2013,Guerrero,Robo comun,Con violencia,Otros,903
2013,Guerrero,Robo comun,Con violencia,Sin datos,0
2013,Guerrero,Robo comun,Sin violencia,A casa habitacion,670
2013,Guerrero,Robo comun,Sin violencia,A negocio,805
2013,Guerrero,Robo comun,Sin violencia,De vehiculos,3063
2013,Guerrero,Robo comun,Sin violencia,A transportistas,0
2013,Guerrero,Robo comun,Sin violencia,A transeuntes,217
2013,Guerrero,Robo comun,Sin violencia,Otros,5002
2013,Guerrero,Robo comun,Sin violencia,Sin datos,0
2013,Guerrero,Robo de ganado (abigeato),Abigeato,Abigeato,59
2013,Guerrero,Robo en instituciones bancarias,Con violencia,A bancos,11
2013,Guerrero,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,Guerrero,Robo en instituciones bancarias,Con violencia,A casa de cambio,1
2013,Guerrero,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,Guerrero,Robo en instituciones bancarias,Con violencia,Otros,0
2013,Guerrero,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,A bancos,19
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,A casa de cambio,2
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,Otros,0
2013,Guerrero,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,Guerrero,Robo en carreteras,Con violencia,A camiones de carga,16
2013,Guerrero,Robo en carreteras,Con violencia,A autobuses,34
2013,Guerrero,Robo en carreteras,Con violencia,A vehiculos particulares,0
2013,Guerrero,Robo en carreteras,Con violencia,Otros,253
2013,Guerrero,Robo en carreteras,Con violencia,Sin datos,0
2013,Guerrero,Robo en carreteras,Sin violencia,A camiones de carga,19
2013,Guerrero,Robo en carreteras,Sin violencia,A autobuses,52
2013,Guerrero,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2013,Guerrero,Robo en carreteras,Sin violencia,Otros,393
2013,Guerrero,Robo en carreteras,Sin violencia,Sin datos,0
2013,Guerrero,Lesiones,Dolosas,Con arma blanca,304
2013,Guerrero,Lesiones,Dolosas,Con arma de fuego,181
2013,Guerrero,Lesiones,Dolosas,Otros,2552
2013,Guerrero,Lesiones,Dolosas,Sin datos,61
2013,Guerrero,Lesiones,Culposas,Con arma blanca,0
2013,Guerrero,Lesiones,Culposas,Con arma de fuego,7
2013,Guerrero,Lesiones,Culposas,Otros,762
2013,Guerrero,Lesiones,Culposas,Sin datos,3
2013,Guerrero,Homicidios,Dolosos,Con arma de fuego,1421
2013,Guerrero,Homicidios,Dolosos,Con arma blanca,122
2013,Guerrero,Homicidios,Dolosos,Otros,544
2013,Guerrero,Homicidios,Dolosos,Sin datos,0
2013,Guerrero,Homicidios,Culposos,Con arma de fuego,39
2013,Guerrero,Homicidios,Culposos,Con arma blanca,5
2013,Guerrero,Homicidios,Culposos,Otros,450
2013,Guerrero,Homicidios,Culposos,Sin datos,0
2013,Guerrero,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,512
2013,Guerrero,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,1995
2013,Guerrero,Delitos patrimoniales,Extorsion,Extorsion,174
2013,Guerrero,Delitos patrimoniales,Fraude,Fraude,835
2013,Guerrero,Delitos patrimoniales,Despojo,Con violencia,96
2013,Guerrero,Delitos patrimoniales,Despojo,Sin violencia,416
2013,Guerrero,Delitos patrimoniales,Despojo,Sin datos,0
2013,Guerrero,Priv. de la libertad (secuestro),Secuestro,Secuestro,207
2013,Guerrero,Delitos sexuales (violacion),Violacion,Violacion,373
2013,Guerrero,Otros delitos,Amenazas,Amenazas,1270
2013,Guerrero,Otros delitos,Estupro,Estupro,81
2013,Guerrero,Otros delitos,Otros sexuales,Otros sexuales,218
2013,Guerrero,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),13008
2013,Hidalgo,Robo comun,Con violencia,A casa habitacion,49
2013,Hidalgo,Robo comun,Con violencia,A negocio,116
2013,Hidalgo,Robo comun,Con violencia,De vehiculos,344
2013,Hidalgo,Robo comun,Con violencia,A transportistas,44
2013,Hidalgo,Robo comun,Con violencia,A transeuntes,68
2013,Hidalgo,Robo comun,Con violencia,Otros,749
2013,Hidalgo,Robo comun,Con violencia,Sin datos,0
2013,Hidalgo,Robo comun,Sin violencia,A casa habitacion,3003
2013,Hidalgo,Robo comun,Sin violencia,A negocio,1258
2013,Hidalgo,Robo comun,Sin violencia,De vehiculos,2250
2013,Hidalgo,Robo comun,Sin violencia,A transportistas,0
2013,Hidalgo,Robo comun,Sin violencia,A transeuntes,559
2013,Hidalgo,Robo comun,Sin violencia,Otros,1689
2013,Hidalgo,Robo comun,Sin violencia,Sin datos,0
2013,Hidalgo,Robo de ganado (abigeato),Abigeato,Abigeato,266
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,A bancos,3
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,Otros,0
2013,Hidalgo,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,A bancos,32
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,Otros,0
2013,Hidalgo,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,Hidalgo,Robo en carreteras,Con violencia,A camiones de carga,75
2013,Hidalgo,Robo en carreteras,Con violencia,A autobuses,16
2013,Hidalgo,Robo en carreteras,Con violencia,A vehiculos particulares,79
2013,Hidalgo,Robo en carreteras,Con violencia,Otros,151
2013,Hidalgo,Robo en carreteras,Con violencia,Sin datos,0
2013,Hidalgo,Robo en carreteras,Sin violencia,A camiones de carga,0
2013,Hidalgo,Robo en carreteras,Sin violencia,A autobuses,0
2013,Hidalgo,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2013,Hidalgo,Robo en carreteras,Sin violencia,Otros,0
2013,Hidalgo,Robo en carreteras,Sin violencia,Sin datos,0
2013,Hidalgo,Lesiones,Dolosas,Con arma blanca,105
2013,Hidalgo,Lesiones,Dolosas,Con arma de fuego,41
2013,Hidalgo,Lesiones,Dolosas,Otros,4776
2013,Hidalgo,Lesiones,Dolosas,Sin datos,0
2013,Hidalgo,Lesiones,Culposas,Con arma blanca,0
2013,Hidalgo,Lesiones,Culposas,Con arma de fuego,5
2013,Hidalgo,Lesiones,Culposas,Otros,472
2013,Hidalgo,Lesiones,Culposas,Sin datos,0
2013,Hidalgo,Homicidios,Dolosos,Con arma de fuego,67
2013,Hidalgo,Homicidios,Dolosos,Con arma blanca,18
2013,Hidalgo,Homicidios,Dolosos,Otros,38
2013,Hidalgo,Homicidios,Dolosos,Sin datos,0
2013,Hidalgo,Homicidios,Culposos,Con arma de fuego,1
2013,Hidalgo,Homicidios,Culposos,Con arma blanca,0
2013,Hidalgo,Homicidios,Culposos,Otros,704
2013,Hidalgo,Homicidios,Culposos,Sin datos,0
2013,Hidalgo,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,756
2013,Hidalgo,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,2098
2013,Hidalgo,Delitos patrimoniales,Extorsion,Extorsion,127
2013,Hidalgo,Delitos patrimoniales,Fraude,Fraude,1493
2013,Hidalgo,Delitos patrimoniales,Despojo,Con violencia,0
2013,Hidalgo,Delitos patrimoniales,Despojo,Sin violencia,0
2013,Hidalgo,Delitos patrimoniales,Despojo,Sin datos,917
2013,Hidalgo,Priv. de la libertad (secuestro),Secuestro,Secuestro,21
2013,Hidalgo,Delitos sexuales (violacion),Violacion,Violacion,421
2013,Hidalgo,Otros delitos,Amenazas,Amenazas,2553
2013,Hidalgo,Otros delitos,Estupro,Estupro,70
2013,Hidalgo,Otros delitos,Otros sexuales,Otros sexuales,456
2013,Hidalgo,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),8545
2013,Jalisco,Robo comun,Con violencia,A casa habitacion,544
2013,Jalisco,Robo comun,Con violencia,A negocio,1516
2013,Jalisco,Robo comun,Con violencia,De vehiculos,1747
2013,Jalisco,Robo comun,Con violencia,A transportistas,305
2013,Jalisco,Robo comun,Con violencia,A transeuntes,5173
2013,Jalisco,Robo comun,Con violencia,Otros,1268
2013,Jalisco,Robo comun,Con violencia,Sin datos,0
2013,Jalisco,Robo comun,Sin violencia,A casa habitacion,6667
2013,Jalisco,Robo comun,Sin violencia,A negocio,2753
2013,Jalisco,Robo comun,Sin violencia,De vehiculos,8145
2013,Jalisco,Robo comun,Sin violencia,A transportistas,86
2013,Jalisco,Robo comun,Sin violencia,A transeuntes,2644
2013,Jalisco,Robo comun,Sin violencia,Otros,13083
2013,Jalisco,Robo comun,Sin violencia,Sin datos,0
2013,Jalisco,Robo de ganado (abigeato),Abigeato,Abigeato,618
2013,Jalisco,Robo en instituciones bancarias,Con violencia,A bancos,124
2013,Jalisco,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,Jalisco,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2013,Jalisco,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,Jalisco,Robo en instituciones bancarias,Con violencia,Otros,0
2013,Jalisco,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,A bancos,15
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,Otros,0
2013,Jalisco,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,Jalisco,Robo en carreteras,Con violencia,A camiones de carga,0
2013,Jalisco,Robo en carreteras,Con violencia,A autobuses,0
2013,Jalisco,Robo en carreteras,Con violencia,A vehiculos particulares,0
2013,Jalisco,Robo en carreteras,Con violencia,Otros,46
2013,Jalisco,Robo en carreteras,Con violencia,Sin datos,0
2013,Jalisco,Robo en carreteras,Sin violencia,A camiones de carga,0
2013,Jalisco,Robo en carreteras,Sin violencia,A autobuses,0
2013,Jalisco,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2013,Jalisco,Robo en carreteras,Sin violencia,Otros,0
2013,Jalisco,Robo en carreteras,Sin violencia,Sin datos,0
2013,Jalisco,Lesiones,Dolosas,Con arma blanca,559
2013,Jalisco,Lesiones,Dolosas,Con arma de fuego,600
2013,Jalisco,Lesiones,Dolosas,Otros,6459
2013,Jalisco,Lesiones,Dolosas,Sin datos,299
2013,Jalisco,Lesiones,Culposas,Con arma blanca,6
2013,Jalisco,Lesiones,Culposas,Con arma de fuego,28
2013,Jalisco,Lesiones,Culposas,Otros,2670
2013,Jalisco,Lesiones,Culposas,Sin datos,99
2013,Jalisco,Homicidios,Dolosos,Con arma de fuego,644
2013,Jalisco,Homicidios,Dolosos,Con arma blanca,151
2013,Jalisco,Homicidios,Dolosos,Otros,211
2013,Jalisco,Homicidios,Dolosos,Sin datos,93
2013,Jalisco,Homicidios,Culposos,Con arma de fuego,9
2013,Jalisco,Homicidios,Culposos,Con arma blanca,2
2013,Jalisco,Homicidios,Culposos,Otros,710
2013,Jalisco,Homicidios,Culposos,Sin datos,28
2013,Jalisco,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,773
2013,Jalisco,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,7845
2013,Jalisco,Delitos patrimoniales,Extorsion,Extorsion,790
2013,Jalisco,Delitos patrimoniales,Fraude,Fraude,6330
2013,Jalisco,Delitos patrimoniales,Despojo,Con violencia,315
2013,Jalisco,Delitos patrimoniales,Despojo,Sin violencia,906
2013,Jalisco,Delitos patrimoniales,Despojo,Sin datos,7
2013,Jalisco,Priv. de la libertad (secuestro),Secuestro,Secuestro,69
2013,Jalisco,Delitos sexuales (violacion),Violacion,Violacion,522
2013,Jalisco,Otros delitos,Amenazas,Amenazas,4927
2013,Jalisco,Otros delitos,Estupro,Estupro,51
2013,Jalisco,Otros delitos,Otros sexuales,Otros sexuales,346
2013,Jalisco,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),21791
2013,México,Robo comun,Con violencia,A casa habitacion,2109
2013,México,Robo comun,Con violencia,A negocio,5392
2013,México,Robo comun,Con violencia,De vehiculos,28971
2013,México,Robo comun,Con violencia,A transportistas,1918
2013,México,Robo comun,Con violencia,A transeuntes,15102
2013,México,Robo comun,Con violencia,Otros,5722
2013,México,Robo comun,Con violencia,Sin datos,0
2013,México,Robo comun,Sin violencia,A casa habitacion,8704
2013,México,Robo comun,Sin violencia,A negocio,2351
2013,México,Robo comun,Sin violencia,De vehiculos,28883
2013,México,Robo comun,Sin violencia,A transportistas,220
2013,México,Robo comun,Sin violencia,A transeuntes,1989
2013,México,Robo comun,Sin violencia,Otros,4321
2013,México,Robo comun,Sin violencia,Sin datos,0
2013,México,Robo de ganado (abigeato),Abigeato,Abigeato,337
2013,México,Robo en instituciones bancarias,Con violencia,A bancos,146
2013,México,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,México,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2013,México,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,México,Robo en instituciones bancarias,Con violencia,Otros,0
2013,México,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,México,Robo en instituciones bancarias,Sin violencia,A bancos,30
2013,México,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,México,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2013,México,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,México,Robo en instituciones bancarias,Sin violencia,Otros,116
2013,México,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,México,Robo en carreteras,Con violencia,A camiones de carga,0
2013,México,Robo en carreteras,Con violencia,A autobuses,0
2013,México,Robo en carreteras,Con violencia,A vehiculos particulares,0
2013,México,Robo en carreteras,Con violencia,Otros,0
2013,México,Robo en carreteras,Con violencia,Sin datos,0
2013,México,Robo en carreteras,Sin violencia,A camiones de carga,0
2013,México,Robo en carreteras,Sin violencia,A autobuses,0
2013,México,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2013,México,Robo en carreteras,Sin violencia,Otros,0
2013,México,Robo en carreteras,Sin violencia,Sin datos,0
2013,México,Lesiones,Dolosas,Con arma blanca,1652
2013,México,Lesiones,Dolosas,Con arma de fuego,1472
2013,México,Lesiones,Dolosas,Otros,36981
2013,México,Lesiones,Dolosas,Sin datos,0
2013,México,Lesiones,Culposas,Con arma blanca,90
2013,México,Lesiones,Culposas,Con arma de fuego,127
2013,México,Lesiones,Culposas,Otros,8489
2013,México,Lesiones,Culposas,Sin datos,0
2013,México,Homicidios,Dolosos,Con arma de fuego,1271
2013,México,Homicidios,Dolosos,Con arma blanca,212
2013,México,Homicidios,Dolosos,Otros,449
2013,México,Homicidios,Dolosos,Sin datos,0
2013,México,Homicidios,Culposos,Con arma de fuego,1
2013,México,Homicidios,Culposos,Con arma blanca,1
2013,México,Homicidios,Culposos,Otros,1997
2013,México,Homicidios,Culposos,Sin datos,0
2013,México,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,2205
2013,México,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,9671
2013,México,Delitos patrimoniales,Extorsion,Extorsion,1668
2013,México,Delitos patrimoniales,Fraude,Fraude,4163
2013,México,Delitos patrimoniales,Despojo,Con violencia,0
2013,México,Delitos patrimoniales,Despojo,Sin violencia,0
2013,México,Delitos patrimoniales,Despojo,Sin datos,2535
2013,México,Priv. de la libertad (secuestro),Secuestro,Secuestro,191
2013,México,Delitos sexuales (violacion),Violacion,Violacion,2325
2013,México,Otros delitos,Amenazas,Amenazas,0
2013,México,Otros delitos,Estupro,Estupro,132
2013,México,Otros delitos,Otros sexuales,Otros sexuales,1882
2013,México,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),89171
2013,Michoacán de Ocampo,Robo comun,Con violencia,A casa habitacion,55
2013,Michoacán de Ocampo,Robo comun,Con violencia,A negocio,510
2013,Michoacán de Ocampo,Robo comun,Con violencia,De vehiculos,1436
2013,Michoacán de Ocampo,Robo comun,Con violencia,A transportistas,275
2013,Michoacán de Ocampo,Robo comun,Con violencia,A transeuntes,367
2013,Michoacán de Ocampo,Robo comun,Con violencia,Otros,550
2013,Michoacán de Ocampo,Robo comun,Con violencia,Sin datos,0
2013,Michoacán de Ocampo,Robo comun,Sin violencia,A casa habitacion,2586
2013,Michoacán de Ocampo,Robo comun,Sin violencia,A negocio,1321
2013,Michoacán de Ocampo,Robo comun,Sin violencia,De vehiculos,4812
2013,Michoacán de Ocampo,Robo comun,Sin violencia,A transportistas,230
2013,Michoacán de Ocampo,Robo comun,Sin violencia,A transeuntes,602
2013,Michoacán de Ocampo,Robo comun,Sin violencia,Otros,3852
2013,Michoacán de Ocampo,Robo comun,Sin violencia,Sin datos,0
2013,Michoacán de Ocampo,Robo de ganado (abigeato),Abigeato,Abigeato,218
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A bancos,18
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,Otros,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A bancos,28
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,Otros,0
2013,Michoacán de Ocampo,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,Michoacán de Ocampo,Robo en carreteras,Con violencia,A camiones de carga,0
2013,Michoacán de Ocampo,Robo en carreteras,Con violencia,A autobuses,73
2013,Michoacán de Ocampo,Robo en carreteras,Con violencia,A vehiculos particulares,0
2013,Michoacán de Ocampo,Robo en carreteras,Con violencia,Otros,0
2013,Michoacán de Ocampo,Robo en carreteras,Con violencia,Sin datos,0
2013,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A camiones de carga,0
2013,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A autobuses,3
2013,Michoacán de Ocampo,Robo en carreteras,Sin violencia,A vehiculos particulares,0
2013,Michoacán de Ocampo,Robo en carreteras,Sin violencia,Otros,0
2013,Michoacán de Ocampo,Robo en carreteras,Sin violencia,Sin datos,0
2013,Michoacán de Ocampo,Lesiones,Dolosas,Con arma blanca,145
2013,Michoacán de Ocampo,Lesiones,Dolosas,Con arma de fuego,138
2013,Michoacán de Ocampo,Lesiones,Dolosas,Otros,2315
2013,Michoacán de Ocampo,Lesiones,Dolosas,Sin datos,0
2013,Michoacán de Ocampo,Lesiones,Culposas,Con arma blanca,9
2013,Michoacán de Ocampo,Lesiones,Culposas,Con arma de fuego,17
2013,Michoacán de Ocampo,Lesiones,Culposas,Otros,848
2013,Michoacán de Ocampo,Lesiones,Culposas,Sin datos,0
2013,Michoacán de Ocampo,Homicidios,Dolosos,Con arma de fuego,475
2013,Michoacán de Ocampo,Homicidios,Dolosos,Con arma blanca,73
2013,Michoacán de Ocampo,Homicidios,Dolosos,Otros,354
2013,Michoacán de Ocampo,Homicidios,Dolosos,Sin datos,0
2013,Michoacán de Ocampo,Homicidios,Culposos,Con arma de fuego,7
2013,Michoacán de Ocampo,Homicidios,Culposos,Con arma blanca,0
2013,Michoacán de Ocampo,Homicidios,Culposos,Otros,1501
2013,Michoacán de Ocampo,Homicidios,Culposos,Sin datos,0
2013,Michoacán de Ocampo,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,420
2013,Michoacán de Ocampo,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,1905
2013,Michoacán de Ocampo,Delitos patrimoniales,Extorsion,Extorsion,261
2013,Michoacán de Ocampo,Delitos patrimoniales,Fraude,Fraude,1512
2013,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Con violencia,0
2013,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Sin violencia,0
2013,Michoacán de Ocampo,Delitos patrimoniales,Despojo,Sin datos,653
2013,Michoacán de Ocampo,Priv. de la libertad (secuestro),Secuestro,Secuestro,194
2013,Michoacán de Ocampo,Delitos sexuales (violacion),Violacion,Violacion,437
2013,Michoacán de Ocampo,Otros delitos,Amenazas,Amenazas,355
2013,Michoacán de Ocampo,Otros delitos,Estupro,Estupro,68
2013,Michoacán de Ocampo,Otros delitos,Otros sexuales,Otros sexuales,367
2013,Michoacán de Ocampo,Otros delitos,Resto de los delitos (otros),Resto de los delitos (otros),4294
2013,Morelos,Robo comun,Con violencia,A casa habitacion,431
2013,Morelos,Robo comun,Con violencia,A negocio,1329
2013,Morelos,Robo comun,Con violencia,De vehiculos,1758
2013,Morelos,Robo comun,Con violencia,A transportistas,480
2013,Morelos,Robo comun,Con violencia,A transeuntes,1352
2013,Morelos,Robo comun,Con violencia,Otros,2923
2013,Morelos,Robo comun,Con violencia,Sin datos,16
2013,Morelos,Robo comun,Sin violencia,A casa habitacion,2562
2013,Morelos,Robo comun,Sin violencia,A negocio,844
2013,Morelos,Robo comun,Sin violencia,De vehiculos,2869
2013,Morelos,Robo comun,Sin violencia,A transportistas,69
2013,Morelos,Robo comun,Sin violencia,A transeuntes,186
2013,Morelos,Robo comun,Sin violencia,Otros,3367
2013,Morelos,Robo comun,Sin violencia,Sin datos,3070
2013,Morelos,Robo de ganado (abigeato),Abigeato,Abigeato,607
2013,Morelos,Robo en instituciones bancarias,Con violencia,A bancos,7
2013,Morelos,Robo en instituciones bancarias,Con violencia,A casa de bolsa,0
2013,Morelos,Robo en instituciones bancarias,Con violencia,A casa de cambio,0
2013,Morelos,Robo en instituciones bancarias,Con violencia,A empresa de traslado de valores,0
2013,Morelos,Robo en instituciones bancarias,Con violencia,Otros,0
2013,Morelos,Robo en instituciones bancarias,Con violencia,Sin datos,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,A bancos,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,A casa de bolsa,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,A casa de cambio,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,A empresa de traslado de valores,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,Otros,0
2013,Morelos,Robo en instituciones bancarias,Sin violencia,Sin datos,0
2013,Morelos,Robo en carreteras,Con violencia,A camiones de carga,13
2013,Morelos,Robo en carreteras,Con violencia,A autobuses,26
2013,Morelos,Robo en carreteras,Con violencia,A vehiculos particulares,14
2013,Morelos,Robo en carreteras,Con violencia,Otros,3
2013,Morelos,Robo en carreteras,Con violencia,Sin datos,0
2013,Morelos,Robo en carreteras,Sin violencia,A camiones de carga,0
2013,Morelos,Robo en carreteras,Sin violencia,A autobuses,1
2013,Morelos,Robo en carreteras,Sin violencia,A vehiculos particulares,2
2013,Morelos,Robo en carreteras,Sin violencia,Otros,5
2013,Morelos,Robo en carreteras,Sin violencia,Sin datos,0
2013,Morelos,Lesiones,Dolosas,Con arma blanca,0
2013,Morelos,Lesiones,Dolosas,Con arma de fuego,0
2013,Morelos,Lesiones,Dolosas,Otros,3088
2013,Morelos,Lesiones,Dolosas,Sin datos,0
2013,Morelos,Lesiones,Culposas,Con arma blanca,0
2013,Morelos,Lesiones,Culposas,Con arma de fuego,0
2013,Morelos,Lesiones,Culposas,Otros,1993
2013,Morelos,Lesiones,Culposas,Sin datos,0
2013,Morelos,Homicidios,Dolosos,Con arma de fuego,323
2013,Morelos,Homicidios,Dolosos,Con arma blanca,60
2013,Morelos,Homicidios,Dolosos,Otros,214
2013,Morelos,Homicidios,Dolosos,Sin datos,0
2013,Morelos,Homicidios,Culposos,Con arma de fuego,0
2013,Morelos,Homicidios,Culposos,Con arma blanca,0
2013,Morelos,Homicidios,Culposos,Otros,212
2013,Morelos,Homicidios,Culposos,Sin datos,369
2013,Morelos,Delitos patrimoniales,Abuso de confianza,Abuso de confianza,691
2013,Morelos,Delitos patrimoniales,Daño en propiedad ajena,Daño en propiedad ajena,3103
2013,Morelos,Delitos patrimoniales,Extorsion,Extorsion,400
2013,Morelos,Delitos patrimoniales,Fraude,Fraude,1807
2013,Morelos,Delitos patrimoniales,Despojo,Con violencia,0
2013,Morelos,Delitos patrimoniales,Despojo,Sin violencia,0
2013,Morelos,Delitos patrimoniales,Despojo,Sin datos,922
