Año,Entidad,Ley,Concepto,Tipo,Total
2018,Puebla,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,13.0
2018,Puebla,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,37.0
2018,Puebla,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,3.0
2018,Puebla,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Puebla,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,6.0
2018,Puebla,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",19.0
2018,Puebla,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,505.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),46.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),97.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),153.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),319.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,1.0
2018,Querétaro,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,21.0
2018,Querétaro,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2018,Querétaro,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Querétaro,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,1.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",483.0
2018,Querétaro,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,99.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),74.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),8.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),7.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),235.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,8.0
2018,Quintana Roo,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,16.0
2018,Quintana Roo,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,Quintana Roo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,4.0
2018,Quintana Roo,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,1.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",22.0
2018,Quintana Roo,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,178.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),61.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),1.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),51.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),333.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,18.0
2018,San Luis Potosí,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,9.0
2018,San Luis Potosí,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,San Luis Potosí,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,San Luis Potosí,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,0.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",5.0
2018,San Luis Potosí,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,62.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),82.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),24.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),41.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),453.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2018,Sinaloa,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,27.0
2018,Sinaloa,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,1.0
2018,Sinaloa,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,4.0
2018,Sinaloa,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,3.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",13.0
2018,Sinaloa,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,97.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),312.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),31.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),45.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),499.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,6.0
2018,Sonora,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,182.0
2018,Sonora,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2018,Sonora,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,4.0
2018,Sonora,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,3.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",6.0
2018,Sonora,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,77.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),18.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),4.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),161.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),158.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,60.0
2018,Tabasco,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,32.0
2018,Tabasco,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,1.0
2018,Tabasco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,1.0
2018,Tabasco,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,3.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",3.0
2018,Tabasco,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,70.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),147.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),5.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),27.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),848.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,60.0
2018,Tamaulipas,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,0.0
2018,Tamaulipas,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2018,Tamaulipas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,2.0
2018,Tamaulipas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,8.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",24.0
2018,Tamaulipas,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,192.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),16.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),13.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),88.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),97.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,6.0
2018,Tlaxcala,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,3.0
2018,Tlaxcala,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,Tlaxcala,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Tlaxcala,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,1.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",8.0
2018,Tlaxcala,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,70.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),153.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),15.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),324.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),313.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,83.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,5.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,2.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,2.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,7.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",20.0
2018,Veracruz de Ignacio de la Llave,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,281.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),27.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),17.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),84.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),24.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,1.0
2018,Yucatán,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,2.0
2018,Yucatán,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,Yucatán,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Yucatán,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,0.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",10.0
2018,Yucatán,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,119.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),72.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),1.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),138.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),1.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),210.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,6.0
2018,Zacatecas,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,4.0
2018,Zacatecas,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,Zacatecas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Zacatecas,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,2.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",6.0
2018,Zacatecas,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,39.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Codigo fiscal de la federacion (c.f.f.),0.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de la propiedad industrial (l.p.i.),0.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de vias generales de comunicacion (l.v.g.c.),0.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley federal del derecho de autor (l.f.d.a.),0.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley federal de armas de fuego y explosivos (l.f.a.f.e.),1.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Ley de migracion,0.0
2018,Extranjero,Otras leyes y codigos,Ley general de salud (l.g.s.),Contra la salud en su modalidad de narcomenudeo,0.0
2018,Extranjero,Otras leyes y codigos,Ley general de salud (l.g.s.),Otros delitos previstos en la l.g.s.,0.0
2018,Extranjero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Contra la salud,0.0
2018,Extranjero,Otras leyes y codigos,Ley federal contra la delincuencia organizada (l.f.c.d.o.),Otros delitos previstos en la l.f.c.d.o.,0.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,"Leyes de instituciones de credito, inversion, fianzas y seguros",2.0
2018,Extranjero,Otras leyes y codigos,Otras leyes y codigos,Otras leyes especiales,17.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Produccion,5.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Transporte,9.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Trafico,1.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Comercio,0.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Suministro,0.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Posesion,105.0
2019,Aguascalientes,Codigo penal federal,Contra la salud,Otros,1.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,25.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,2.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Contra la integridad corporal,8.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,En materia de derechos de autor,0.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",25.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Patrimoniales,164.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,3.0
2019,Aguascalientes,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,23.0
2019,Baja California,Codigo penal federal,Contra la salud,Produccion,172.0
2019,Baja California,Codigo penal federal,Contra la salud,Transporte,49.0
2019,Baja California,Codigo penal federal,Contra la salud,Trafico,116.0
2019,Baja California,Codigo penal federal,Contra la salud,Comercio,8.0
2019,Baja California,Codigo penal federal,Contra la salud,Suministro,1.0
2019,Baja California,Codigo penal federal,Contra la salud,Posesion,487.0
2019,Baja California,Codigo penal federal,Contra la salud,Otros,35.0
2019,Baja California,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,139.0
2019,Baja California,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,69.0
2019,Baja California,Codigo penal federal,Otros delitos,Contra la integridad corporal,32.0
2019,Baja California,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Baja California,Codigo penal federal,Otros delitos,En materia de derechos de autor,16.0
2019,Baja California,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",98.0
2019,Baja California,Codigo penal federal,Otros delitos,Patrimoniales,585.0
2019,Baja California,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,68.0
2019,Baja California,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,336.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Produccion,3.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Transporte,48.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Trafico,18.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Comercio,8.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Suministro,0.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Posesion,44.0
2019,Baja California Sur,Codigo penal federal,Contra la salud,Otros,2.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,36.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,47.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Contra la integridad corporal,16.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,En materia de derechos de autor,3.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",29.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Patrimoniales,187.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,3.0
2019,Baja California Sur,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,45.0
2019,Campeche,Codigo penal federal,Contra la salud,Produccion,30.0
2019,Campeche,Codigo penal federal,Contra la salud,Transporte,15.0
2019,Campeche,Codigo penal federal,Contra la salud,Trafico,9.0
2019,Campeche,Codigo penal federal,Contra la salud,Comercio,160.0
2019,Campeche,Codigo penal federal,Contra la salud,Suministro,0.0
2019,Campeche,Codigo penal federal,Contra la salud,Posesion,8.0
2019,Campeche,Codigo penal federal,Contra la salud,Otros,0.0
2019,Campeche,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,55.0
2019,Campeche,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,93.0
2019,Campeche,Codigo penal federal,Otros delitos,Contra la integridad corporal,8.0
2019,Campeche,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Campeche,Codigo penal federal,Otros delitos,En materia de derechos de autor,2.0
2019,Campeche,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",21.0
2019,Campeche,Codigo penal federal,Otros delitos,Patrimoniales,157.0
2019,Campeche,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,18.0
2019,Campeche,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,42.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Produccion,22.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Transporte,11.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Trafico,3.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Comercio,5.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Suministro,39.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Posesion,99.0
2019,Coahuila de Zaragoza,Codigo penal federal,Contra la salud,Otros,12.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,70.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,12.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Contra la integridad corporal,18.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,En materia de derechos de autor,5.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",57.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Patrimoniales,272.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,20.0
2019,Coahuila de Zaragoza,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,64.0
2019,Colima,Codigo penal federal,Contra la salud,Produccion,11.0
2019,Colima,Codigo penal federal,Contra la salud,Transporte,1.0
2019,Colima,Codigo penal federal,Contra la salud,Trafico,10.0
2019,Colima,Codigo penal federal,Contra la salud,Comercio,10.0
2019,Colima,Codigo penal federal,Contra la salud,Suministro,3.0
2019,Colima,Codigo penal federal,Contra la salud,Posesion,70.0
2019,Colima,Codigo penal federal,Contra la salud,Otros,2.0
2019,Colima,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,69.0
2019,Colima,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,36.0
2019,Colima,Codigo penal federal,Otros delitos,Contra la integridad corporal,17.0
2019,Colima,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Colima,Codigo penal federal,Otros delitos,En materia de derechos de autor,15.0
2019,Colima,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",28.0
2019,Colima,Codigo penal federal,Otros delitos,Patrimoniales,129.0
2019,Colima,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,17.0
2019,Colima,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,27.0
2019,Chiapas,Codigo penal federal,Contra la salud,Produccion,67.0
2019,Chiapas,Codigo penal federal,Contra la salud,Transporte,22.0
2019,Chiapas,Codigo penal federal,Contra la salud,Trafico,21.0
2019,Chiapas,Codigo penal federal,Contra la salud,Comercio,5.0
2019,Chiapas,Codigo penal federal,Contra la salud,Suministro,0.0
2019,Chiapas,Codigo penal federal,Contra la salud,Posesion,11.0
2019,Chiapas,Codigo penal federal,Contra la salud,Otros,7.0
2019,Chiapas,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,224.0
2019,Chiapas,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,104.0
2019,Chiapas,Codigo penal federal,Otros delitos,Contra la integridad corporal,27.0
2019,Chiapas,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Chiapas,Codigo penal federal,Otros delitos,En materia de derechos de autor,12.0
2019,Chiapas,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",114.0
2019,Chiapas,Codigo penal federal,Otros delitos,Patrimoniales,511.0
2019,Chiapas,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,14.0
2019,Chiapas,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,133.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Produccion,36.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Transporte,28.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Trafico,12.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Comercio,26.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Suministro,5.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Posesion,320.0
2019,Chihuahua,Codigo penal federal,Contra la salud,Otros,67.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Cometidos por servidores publicos,120.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Contra el ambiente y la gestion ambiental,19.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Contra la integridad corporal,26.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Electorales,0.0
2019,Chihuahua,Codigo penal federal,Otros delitos,En materia de derechos de autor,11.0
2019,Chihuahua,Codigo penal federal,Otros delitos,"Falsedad, titulo decimo tercero",56.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Patrimoniales,456.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Vias de comunicacion y correspondencia,13.0
2019,Chihuahua,Codigo penal federal,Otros delitos,Otros delitos del c.p.f.,80.0
